Congress,Committee Code,ID #,Name,Maj/Min,Rank Within Party,Party Code,Date of Appointment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State Code,District,State Name,Notes,,,,,
112,308,40900,"Begich, Mark",1,10,100,2/2/11,1/3/13,0,3,2,1,2,SRES42,Armed Services,81,82,AK,,,,,,
112,308,40915,"Manchin, Joe",1,11,100,2/2/11,1/3/13,0,1,2,1,1,SRES42,Armed Services,56,81,WV,,,,,,
112,308,40906,"Shaheen, Jeanne",1,12,100,2/2/11,1/3/13,0,1,2,1,1,SRES42,Armed Services,4,82,NH,,,,,,
112,308,20735,"Gillibrand, Kirsten E.",1,13,100,2/2/11,1/3/13,0,1,2,1,1,SRES42,Armed Services,13,81,NY,,,,,,
112,308,41101,"Blumenthal, Richard",1,14,100,2/2/11,1/3/13,0,1,2,1,1,SRES42,Armed Services,1,83,CT,,,,,,
112,308,15039,"McCain, John",2,1,200,2/2/11,1/3/13,21,25,2,1,1,SRES43,Armed Services,61,83,AZ,,,,,,
112,308,15424,"Inhofe, James M.",2,2,200,2/2/11,1/3/13,0,17,2,1,1,SRES43,Armed Services,53,82,OK,,,,,,
112,308,49700,"Sessions, Jeff",2,3,200,2/2/11,1/3/13,0,13,2,1,1,SRES43,Armed Services,41,82,AL,,,,,,
112,308,29512,"Chambliss, Saxby",2,4,200,2/2/11,1/3/13,0,9,2,1,1,SRES43,Armed Services,44,82,GA,,,,,,
112,308,29534,"Wicker, Roger F.",2,5,200,2/2/11,1/3/13,0,4,2,1,1,SRES43,Armed Services,46,81,MS,,,,,,
112,308,40913,"Brown, Scott",2,6,200,2/2/11,1/3/13,0,1,2,1,0,SRES43,Armed Services,3,81,MA,,,,,,
112,308,29386,"Portman, Rob",2,7,200,2/2/11,1/3/13,0,1,2,1,2,SRES43,Armed Services,24,83,OH,,,,,,
112,308,41106,"Ayotte, Kelly",2,8,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,Armed Services,4,83,NH,,,,,,
112,308,49703,"Collins, Susan",2,9,200,2/2/11,1/3/13,0,11,2,1,2,SRES43,Armed Services,2,82,ME,,,,,,
112,308,29566,"Graham, Lindsey O.",2,10,200,2/2/11,1/3/13,0,9,2,1,1,SRES43,Armed Services,48,82,SC,,,,,,
112,308,40305,"Cornyn, John",2,11,200,2/2/11,1/3/13,0,1,4,1,2,SRES43,Armed Services,49,81,TX,,,,,,
112,308,29918,"Vitter, David",2,12,200,2/2/11,1/3/13,0,3,2,1,1,SRES43,Armed Services,45,83,LA,,,,,,
112,314,15425,"Johnson, Tim",1,1,100,2/2/11,1/3/13,11,15,2,1,1,SRES42,"Banking, Housing, and Urban Affairs",37,82,SD,,,,,,
112,314,29142,"Reed, Jack",1,2,100,2/2/11,1/3/13,0,15,2,1,1,SRES42,"Banking, Housing, and Urban Affairs",5,82,RI,,,,,,
112,314,14858,"Schumer, Charles Ellis (Chuck)",1,3,100,2/2/11,1/3/13,0,13,2,1,1,SRES42,"Banking, Housing, and Urban Affairs",13,83,NY,,,,,,
112,314,29373,"Menendez, Robert",1,4,100,2/2/11,1/3/13,0,7,2,1,1,SRES42,"Banking, Housing, and Urban Affairs",12,81,NJ,,,,,,
112,314,14400,"Akaka, Daniel K.",1,5,100,2/2/11,1/3/13,0,5,4,1,0,SRES42,"Banking, Housing, and Urban Affairs",82,81,HI,,,,,,
112,314,29389,"Brown, Sherrod",1,6,100,2/2/11,1/3/13,0,5,2,1,1,SRES42,"Banking, Housing, and Urban Affairs",24,81,OH,,,,,,
112,314,40702,"Tester, Jon",1,7,100,2/2/11,1/3/13,0,5,2,1,1,SRES42,"Banking, Housing, and Urban Affairs",64,81,MT,,,,,,
112,314,15703,"Kohl, Herbert H.",1,8,100,2/2/11,1/3/13,0,3,2,1,0,SRES42,"Banking, Housing, and Urban Affairs",25,81,WI,,,,,,
112,314,40909,"Warner, Mark",1,9,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,"Banking, Housing, and Urban Affairs",40,82,VA,,,,,,
112,314,40908,"Merkley, Jeff",1,10,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,"Banking, Housing, and Urban Affairs",72,82,OR,,,,,,
112,314,40910,"Bennet, Michael",1,11,100,2/2/11,1/3/13,0,3,2,1,2,SRES42,"Banking, Housing, and Urban Affairs",62,83,CO,,,,,,
112,314,40907,"Hagan, Kay",1,12,100,2/2/11,1/3/13,0,1,2,1,1,SRES42,"Banking, Housing, and Urban Affairs",47,82,NC,,,,,,
112,314,94659,"Shelby, Richard C.",2,1,200,2/2/11,1/3/13,21,25,2,1,1,SRES43,"Banking, Housing, and Urban Affairs",41,83,AL,,,,,,
112,314,29345,"Crapo, Michael Dean",2,2,200,2/2/11,1/3/13,0,13,2,1,1,SRES43,"Banking, Housing, and Urban Affairs",63,83,ID,,,,,,
112,314,40705,"Corker, Bob",2,3,200,2/2/11,1/3/13,0,4,2,1,1,SRES43,"Banking, Housing, and Urban Affairs",54,81,TN,,,,,,
112,314,29936,"DeMint, James W. ",2,4,200,2/2/11,1/1/13,0,3,2,8,0,SRES43,"Banking, Housing, and Urban Affairs",48,83,SC,,,,,,
112,314,29918,"Vitter, David",2,5,200,2/2/11,1/3/13,0,3,2,1,1,SRES43,"Banking, Housing, and Urban Affairs",45,83,LA,,,,,,
112,314,40905,"Johanns, Mike",2,6,200,2/2/11,1/3/13,0,3,2,1,1,SRES43,"Banking, Housing, and Urban Affairs",35,82,NE,,,,,,
112,314,29935,"Toomey, Patrick J.",2,7,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,"Banking, Housing, and Urban Affairs",14,83,PA,,,,,,
112,314,20115,"Kirk, Mark",2,8,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,"Banking, Housing, and Urban Affairs",21,83,IL,,,,,,
112,314,29722,"Moran, Jerry",2,9,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,"Banking, Housing, and Urban Affairs",32,83,KS,,,,,,
112,314,29534,"Wicker, Roger F.",2,10,200,2/2/11,1/3/13,0,1,2,1,2,SRES43,"Banking, Housing, and Urban Affairs",46,81,MS,,,,,,
112,316,15502,"Conrad, Kent",1,1,100,2/2/11,1/3/13,11,25,2,1,0,SRES42,Budget,36,81,ND,,,,,,
112,316,49308,"Murray, Patty",1,2,100,2/2/11,1/3/13,0,19,2,1,1,SRES42,Budget,73,83,WA,,,,,,
112,316,14871,"Wyden, Ron",1,3,100,2/2/11,1/3/13,0,16,2,1,1,SRES42,Budget,72,83,OR,,,,,,
112,316,14651,"Nelson, Clarence William (Bill)",1,4,100,2/2/11,1/3/13,0,11,2,1,1,SRES42,Budget,43,81,FL,,,,,,
112,316,29732,"Stabenow, Deborah Ann",1,5,100,2/2/11,1/3/13,0,11,2,1,1,SRES42,Budget,23,81,MI,,,,,,
112,316,15408,"Cardin, Benjamin L.",1,6,100,2/2/11,1/3/13,0,5,2,1,2,SRES42,Budget,52,81,MD,,,,,,
112,316,29147,"Sanders, Bernard",1,7,328,2/2/11,1/3/13,0,5,2,1,1,SRES42,Budget,6,81,VT,,,,,,
112,316,40704,"Whitehouse, Sheldon",1,8,100,2/2/11,1/3/13,0,5,2,1,1,SRES42,Budget,5,83,RI,,,,,,
112,316,40909,"Warner, Mark",1,9,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,Budget,40,82,VA,,,,,,
112,316,40908,"Merkley, Jeff",1,10,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,Budget,72,82,OR,,,,,,
112,316,40900,"Begich, Mark",1,11,100,2/2/11,1/3/13,0,1,2,1,2,SRES42,Budget,81,82,AK,,,,,,
112,316,40916,"Coons, Christopher",1,12,100,2/2/11,1/3/13,0,1,2,1,1,SRES42,Budget,11,82,DE,,,,,,
112,316,49700,"Sessions, Jeff",2,1,200,2/2/11,1/3/13,21,9,2,1,1,SRES43,Budget,41,82,AL,,,,,,
112,316,14226,"Grassley, Charles E.",2,2,200,2/2/11,1/3/13,0,31,2,1,1,SRES43,Budget,31,83,IA,,,,,,
112,316,49706,"Enzi, Michael B.",2,3,200,2/2/11,1/3/13,0,9,2,1,1,SRES43,Budget,68,82,WY,,,,,,
112,316,29345,"Crapo, Michael Dean",2,4,200,2/2/11,1/3/13,0,9,2,1,1,SRES43,Budget,63,83,ID,,,,,,
112,316,29537,"Ensign, John Eric",2,5,200,2/2/11,5/1/11,0,9,2,8,0,SRES43,Budget,65,81,NV,Resigned 5/2/11 due to ethics violation,,,,,
112,316,40305,"Cornyn, John",2,6,200,2/2/11,1/3/13,0,9,2,1,2,SRES43,Budget,49,81,TX,,,,,,
112,316,29566,"Graham, Lindsey O.",2,7,200,2/2/11,1/3/13,0,7,2,1,1,SRES43,Budget,48,82,SC,,,,,,
112,316,29754,"Thune, John",2,8,200,2/2/11,1/3/13,0,1,2,1,2,SRES43,Budget,37,83,SD,,,,,,
112,316,29386,"Portman, Rob",2,9,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,Budget,24,83,OH,,,,,,
112,316,29935,"Toomey, Patrick J.",2,10,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,Budget,14,83,PA,,,,,,
112,316,41111,"Johnson, Ron",2,11,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,Budget,25,83,WI,,,,,,
112,316,41106,"Ayotte, Kelly",7,1,200,5/10/11,1/3/13,0,1,2,1,1,SRES179,Budget,4,83,NH,Replaced Ensign,,,,,
112,321,14922,"Rockefeller, John D., IV",1,1,100,2/2/11,1/3/13,11,26,2,1,1,SRES42,"Commerce, Science, and Transportation",56,82,WV,,,,,,
112,321,4812,"Inouye, Daniel K.",1,2,100,2/2/11,12/17/12,0,43,2,5,0,SRES42,"Commerce, Science, and Transportation",82,83,HI,,,,,,
112,321,14920,"Kerry, John F.",1,3,100,2/2/11,1/3/13,0,25,2,1,1,SRES42,"Commerce, Science, and Transportation",3,82,MA,,,,,,
112,321,15011,"Boxer, Barbara",1,4,100,2/2/11,1/3/13,0,11,2,1,1,SRES42,"Commerce, Science, and Transportation",71,83,CA,,,,,,
112,321,14651,"Nelson, Clarence William (Bill)",1,5,100,2/2/11,1/3/13,0,11,2,1,1,SRES42,"Commerce, Science, and Transportation",43,81,FL,,,,,,
112,321,39310,"Cantwell, Maria",1,6,100,2/2/11,1/3/13,0,9,2,1,1,SRES42,"Commerce, Science, and Transportation",73,81,WA,,,,,,
112,321,14914,"Lautenberg, Frank R.",1,7,100,2/2/11,1/3/13,0,9,2,1,1,SRES42,"Commerce, Science, and Transportation",12,82,NJ,,,,,,
112,321,40301,"Pryor, Mark",1,8,100,2/2/11,1/3/13,0,7,2,1,1,SRES42,"Commerce, Science, and Transportation",42,82,AR,,,,,,
112,321,40701,"McCaskill, Claire",1,9,100,2/2/11,1/3/13,0,5,2,1,1,SRES42,"Commerce, Science, and Transportation",34,81,MO,,,,,,
112,321,40700,"Klobuchar, Amy",1,10,100,2/2/11,1/3/13,0,5,2,1,1,SRES42,"Commerce, Science, and Transportation",33,81,MN,,,,,,
112,321,29924,"Udall, Tom",1,11,100,2/2/11,1/3/13,0,3,2,1,2,SRES42,"Commerce, Science, and Transportation",66,82,NM,,,,,,
112,321,40909,"Warner, Mark",1,12,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,"Commerce, Science, and Transportation",40,82,VA,,,,,,
112,321,40900,"Begich, Mark",1,13,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,"Commerce, Science, and Transportation",81,82,AK,,,,,,
112,321,49306,"Hutchison, Kay Bailey",2,1,200,2/2/11,1/3/13,21,19,2,1,0,SRES43,"Commerce, Science, and Transportation",49,81,TX,,,,,,
112,321,14661,"Snowe, Olympia J.",2,2,200,2/2/11,1/3/13,0,17,4,1,0,SRES43,"Commerce, Science, and Transportation",2,81,ME,,,,,,
112,321,29537,"Ensign, John Eric",2,3,200,2/2/11,5/1/11,0,11,2,8,0,SRES43,"Commerce, Science, and Transportation",65,81,NV,Resigned 5/2/11 due to ethics violation,,,,,
112,321,29936,"DeMint, James W. ",2,4,200,2/2/11,1/1/13,0,7,2,8,0,SRES43,"Commerce, Science, and Transportation",48,83,SC,,,,,,
112,321,29754,"Thune, John",2,5,200,2/2/11,1/3/13,0,5,2,1,1,SRES43,"Commerce, Science, and Transportation",37,83,SD,,,,,,
112,321,29534,"Wicker, Roger F.",2,6,200,2/2/11,1/3/13,0,4,2,1,1,SRES43,"Commerce, Science, and Transportation",46,81,MS,,,,,,
112,321,29909,"Isakson, Johnny",2,7,200,2/2/11,1/3/13,0,3,2,1,2,SRES43,"Commerce, Science, and Transportation",44,83,GA,,,,,,
112,321,29735,"Blunt, Roy",2,8,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,"Commerce, Science, and Transportation",34,83,MO,,,,,,
112,321,20101,"Boozman, John",2,9,200,2/2/11,1/3/13,0,1,2,1,2,SRES43,"Commerce, Science, and Transportation",42,83,AR,,,,,,
112,321,29935,"Toomey, Patrick J.",2,10,200,2/2/11,1/3/13,0,1,2,1,2,SRES43,"Commerce, Science, and Transportation",14,83,PA,,,,,,
112,321,41102,"Rubio, Marco",2,11,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,"Commerce, Science, and Transportation",43,83,FL,,,,,,
112,321,41106,"Ayotte, Kelly",2,12,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,"Commerce, Science, and Transportation",4,83,NH,,,,,,
112,321,20730,"Heller, Dean",7,1,200,5/10/11,1/3/13,0,1,2,1,1,SRES179,"Commerce, Science, and Transportation",65,81,NV,Replaced Ensign,,,,,
112,330,14912,"Bingaman, Jeff",1,1,100,2/2/11,1/3/13,11,26,2,1,0,SRES42,Energy and Natural Resources,66,81,NM,,,,,,
112,330,14871,"Wyden, Ron",1,2,100,2/2/11,1/3/13,0,15,2,1,1,SRES42,Energy and Natural Resources,72,83,OR,,,,,,
112,330,15425,"Johnson, Tim",1,3,100,2/2/11,1/3/13,0,15,2,1,1,SRES42,Energy and Natural Resources,37,82,SD,,,,,,
112,330,49702,"Landrieu, Mary L.",1,4,100,2/2/11,1/3/13,0,15,2,1,1,SRES42,Energy and Natural Resources,45,82,LA,,,,,,
112,330,39310,"Cantwell, Maria",1,5,100,2/2/11,1/3/13,0,11,2,1,1,SRES42,Energy and Natural Resources,73,81,WA,,,,,,
112,330,29147,"Sanders, Bernard",1,6,328,2/2/11,1/3/13,0,5,2,1,1,SRES42,Energy and Natural Resources,6,81,VT,,,,,,
112,330,29732,"Stabenow, Deborah Ann",1,7,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,Energy and Natural Resources,23,81,MI,,,,,,
112,330,29906,"Udall, Mark",1,8,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,Energy and Natural Resources,62,82,CO,,,,,,
112,330,40906,"Shaheen, Jeanne",1,9,100,2/2/11,1/3/13,0,3,2,1,2,SRES42,Energy and Natural Resources,4,82,NH,,,,,,
112,330,40904,"Franken, Al",1,10,100,2/2/11,1/3/13,0,1,2,1,1,SRES42,Energy and Natural Resources,33,82,MN,,,,,,
112,330,40915,"Manchin, Joe",1,11,100,2/2/11,1/3/13,0,1,2,1,1,SRES42,Energy and Natural Resources,56,81,WV,,,,,,
112,330,40916,"Coons, Christopher",1,12,100,2/2/11,1/3/13,0,1,2,1,1,SRES42,Energy and Natural Resources,11,82,DE,,,,,,
112,330,40300,"Murkowski, Lisa",2,1,200,2/2/11,1/3/13,21,9,2,1,1,SRES43,Energy and Natural Resources,81,83,AK,,,,,,
112,330,29548,"Burr, Richard",2,2,200,2/2/11,5/10/11,0,7,2,3,2,SRES43,Energy and Natural Resources,47,83,NC,,,,,,
112,330,40707,"Barrasso, John A.",2,3,200,2/2/11,1/3/13,0,5,2,1,1,SRES43,Energy and Natural Resources,68,81,WY,,,,,,
112,330,40902,"Risch, James",2,4,200,2/2/11,1/3/13,0,3,2,1,1,SRES43,Energy and Natural Resources,63,82,ID,,,,,,
112,330,41110,"Lee, Mike",2,5,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,Energy and Natural Resources,67,83,UT,,,,,,
112,330,41104,"Paul, Rand",2,6,200,2/2/11,1/3/13,0,1,2,1,2,SRES43,Energy and Natural Resources,51,83,KY,,,,,,
112,330,14806,"Coats, Dan",2,7,200,2/2/11,1/3/13,0,1,2,1,2,SRES43,Energy and Natural Resources,22,83,IN,,,,,,
112,330,29386,"Portman, Rob",2,8,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,Energy and Natural Resources,24,83,OH,,,,,,
112,330,41107,"Hoeven, John",2,9,200,2/2/11,1/3/13,0,1,2,1,1,SRES43,Energy and Natural Resources,36,83,ND,,,,,,
112,330,40705,"Corker, Bob",2,10,200,2/2/11,1/3/13,0,5,2,1,2,SRES43,Energy and Natural Resources,54,81,TN,,,,,,
112,330,20730,"Heller, Dean",7,1,200,5/10/11,1/3/13,0,1,2,1,1,SRES179,Energy and Natural Resources,65,81,NV,"Replaced Burr; In this order: Ms. Murkowski, Mr. Barrasso, Mr. Risch, Mr. Lee, Mr. Paul, Mr. Coats, Mr. Portman, Mr. Hoeven, Mr. Heller and Mr. Corker",,,,,
112,332,15011,"Boxer, Barbara",1,1,100,2/2/11,1/3/13,11,19,2,1,1,SRES42,Environment and Public Works,71,83,CA,,,,,,
112,332,14203,"Baucus, Max",1,2,100,2/2/11,1/3/13,0,33,2,1,1,SRES42,Environment and Public Works,64,82,MT,,,,,,
112,332,15015,"Carper, Thomas Richard",1,3,100,2/2/11,1/3/13,0,11,2,1,1,SRES42,Environment and Public Works,11,81,DE,,,,,,
112,332,14914,"Lautenberg, Frank R.",1,4,100,2/2/11,1/3/13,0,7,4,1,1,SRES42,Environment and Public Works,12,82,NJ,,,,,,
112,332,15408,"Cardin, Benjamin L.",1,5,100,2/2/11,1/3/13,0,5,2,1,1,SRES42,Environment and Public Works,52,81,MD,,,,,,
112,332,29147,"Sanders, Bernard",1,6,328,2/2/11,1/3/13,0,5,2,1,1,SRES42,Environment and Public Works,6,81,VT,,,,,,
112,332,40704,"Whitehouse, Sheldon",1,7,100,2/2/11,1/3/13,0,5,2,1,1,SRES42,Environment and Public Works,5,83,RI,,,,,,
112,332,29924,"Udall, Tom",1,8,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,Environment and Public Works,66,82,NM,,,,,,
112,332,40908,"Merkley, Jeff",1,9,100,2/2/11,1/3/13,0,3,2,1,1,SRES42,Environment and Public Works,72,82,OR,,,,,,
